proyecto_id;titulo;fecha_inicio;fecha_finalizacion;monto_financiado_solicitado;monto_financiado_adjudicado;cantidad_miembros_F;cantidad_miembros_M;cantidad_miembros_S/D;area;subarea;tipo_proyecto
5247;TRATAMIENTO DE AGUAS RESIDUALES CON ALTO CONTENIDO DE METALES PESADOS: FITOEXTRACCIÓN POR PLANTAS ACUÁTICAS NATIVAS EN HUMEDALES ARTIFICIALES;6/11/15;6/1/16;996150;996150;4;1;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5248;Del laboratorio al Campo: Aplicación de estudios ecológicos, genéticos y epigenéticos de la vegetación nativa sometida a sobrepastoreo al manejo y restauración del Monte Patagónico;20/11/15;20/2/16;2400000;2400000;2;0;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5249;DESARROLLO DE OLEGELES PARA SUSTITUIR GRASAS TRANS Y REDUCIR LAS SATURADAS EN PRODUCTOS PANIFICADOS.;18/12/15;18/2/16;958000;958000;2;1;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5250;Interacciones fauna-sedimentos-contaminación asociadas al emisario submarino de Mar del Plata;23/9/15;23/12/15;3331000;3331000;2;3;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5251;Desarrollo de métodos analíticos enantioseparativos. Columnas quirales para cromatografia y electrocromatografia. Determinación de enantiómeros de agroquímicos y fármacos.;23/10/15;23/1/16;6000000;6000000;4;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5253;Empleo de una formulación acelular contra pertussis de diseño nacional en la inmunización maternal y neonatal;23/10/15;23/1/16;5100000;5100000;7;1;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5255;Rol de RSUME en la dinámica del complejo HIF-VHL en la respuesta a hipoxia y el metabolismo celular determinado por metabolómica y fluorescencia de moléculas individuales;14/12/15;14/4/16;32000000;32000000;2;3;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5256;UN NUEVO CANAL IONICO COMO BLANCO TERAPEUTICO PARA MODULAR LA INFLAMACION.;14/12/15;14/2/16;4000000;4000000;2;1;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5257;'INVESTIGACIÓN Y DESARROLLO DE APTÁMEROS-MODIFICADOS PARA LA PRODUCCIÓN DE BIOFÁRMACOS TERAGNÓSTICOS';3/12/15;3/2/16;4000000;4000000;2;2;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5258;Desarrollo de nanoemulsiones de aceite de chía como fuente de ácidos grasos omega 3: optimización del  proceso de fabricación y estudio del comportamiento de las nanoemulsiones e interfases en modelos in vitro de la digestión gastrointestinal;8/5/15;8/8/15;5900000;5900000;3;2;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5260;Impresora 3D multicabezal para Ingeniería de Tejidos;8/5/15;8/8/15;5137800;5137800;7;2;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5261;In-cell NMR and combinatorial chemistry based rational design of small molecules to target alpha-synuclein amyloid aggregation inside live neuronal cells;16/10/15;16/2/16;32000000;32000000;2;7;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5263;FORAGE LEGUMES IN THE SALADO RIVER BASIN: INTEGRATED ANALYSIS OF SOIL MICROFLORA ON ITS PRODUCTIVITY AND GHG MITIGATION POTENTIAL.;2/10/15;2/2/16;32000000;32000000;11;18;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5264;Efecto de las enfermedades respiratorias virales sobre el desarrollo cognitivo infantil;14/12/15;14/4/16;31992158;31992158;7;10;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5265;Esclareciendo los mecanismos de polaridad neuronalmediante nanoscopía de fluorescencia;14/12/15;14/4/16;32000000;32000000;1;9;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5266;Desarrollo de métodos de diagnóstico para la sarcocistiosis de camélidos sudamericanos;13/11/15;13/2/16;6000000;6000000;3;4;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5268;SÍNTESIS Y CARACTERIZACIÓN DE NANOMATERIALES PARA SU INCORPORACIÓN COMO PLATAFORMAS DE INMOVILIZACIÓN DE BIOMOLÉCULAS EN MICROSENSORES BIOANALÍTICOS APLICADOS AL DIAGNÓSTICO PRECOZ DE ASPERGILOSIS INVASIVA;13/11/15;13/1/16;1000000;1000000;0;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5269;Desarrollo de nanoanticuerpos monoclonales recombinantes para el diagnóstico y control del virus del Mal de Río Cuarto del maíz (MRCV);13/11/15;13/2/16;6000000;6000000;10;4;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5270;Desarrollo y prototipado de tests rápidos inmunocromatográficos para el diagnóstico de enfermedades infecciosas;2/10/15;2/1/16;6000000;6000000;8;5;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5271;Obtención de variedades vegetales de interés agronómico con características mejoradas mediante la optimización y utilización de herramientas Agrobiotecnológicas.;2/10/15;2/1/16;6000000;6000000;5;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5272;Desarrollo de un cultivar transgénico de alfalfa tolerante a múltiples herbicidas.;13/11/15;13/2/16;5800000;5800000;3;1;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5274;Obtención de 'Viral like Particles' para su uso en inmunización y en 'screening' de anticuerpos acoplados a nanomedicamentos;20/11/15;20/2/16;6000000;6000000;1;4;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5275;Desarrollo de una nueva gama de alimentos y golosinas conteniendo probióticos;3/12/15;3/3/16;6000000;6000000;4;5;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5276;Development of microencapsulated peptides and iron salts to combat anaemia;30/10/15;30/12/15;3996600;3996600;2;1;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5280;Estrategias innovadoras en síntesis orgánica dirigidas a la diversificación estructural. Aplicación de catálisis por metales de transición;13/11/15;13/2/16;5982000;5982000;8;4;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5283;Estudio de la expresión génica global del endometrio y de factores de crecimiento potencialmente relacionados con la subfertilidad en vacas lecheras de alta producción;30/10/15;30/12/15;999700;999700;4;1;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5284;Dinámica espacio-temporal de los estallidos poblacionales de la avispa de los pinos Sirex noctilio: rol de factores ambientales y demográficos;13/11/15;13/1/16;1000000;1000000;2;3;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5285;ESTUDIO FUNCIONAL DEL COMPLEJO PROTEICO LePRKEN POLEN DE PLANTAS DE TOMATE Y SU PAPEL EN LOSEVENTOS DE POLINIZACION;30/10/15;30/1/16;5000000;5000000;3;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5289;Estudios sintéticos relacionados con heterociclos promisorios de interés estructural o biológico. Desarrollo de herramientas y uso de estrategias eco-amigables;13/11/15;13/2/16;6000000;6000000;4;10;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5293;RIESGO ECOTOXICOLÓGICO DE CONTAMINANTES EMERGENTES EN ANFIBIOS ANUROS DEL CENTRO-ESTE DE ARGENTINA: EVALUACIONES CON MARCADORES BIOQUÍMICOS, ETOLÓGICOS Y NEUROLÓGICOS;2/10/15;2/1/16;4380000;4380000;8;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5294;Modulación postraduccional de la actividad de la proteína asociada a resistencia a multidrogas 2 (Mrp2, Abcc2) en intestino. Papel en la regulación de la barrera química intestinal en el período absortivo y potencial aplicación terapéutica.;13/11/15;13/2/16;5000000;5000000;3;6;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5302;Comunidades locales y procesos regionales. Paisajes campesinos de la sierra de El Alto-Ancasti, Noroeste argentino. Primer y segundo milenio d.C.;20/11/15;20/2/16;1710000;1710000;8;7;0;HUMANIDADES;SIN DATOS;Ciencia
5303;Rehabilitación de sitios afectados por la construcción de caminos y la deposición de cenizas volcánicas en el NO de la región Andino-Patagónica;20/11/15;20/1/16;8858764;8858764;1;2;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5304;ESTUDIO DEL FOSFOPROTEOMA INDUCIDO POR LUZ, PARTICIPACIÓN DE LOS FOTORRECEPTORES  Y ANÁLISIS DE LA FUNCIÓN BIOLÓGICA DE FOSFOPROTEÍNAS EN PLANTAS;30/10/15;30/1/16;5000000;5000000;3;1;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5306;Regulación de SnRK1 de soja durante el desarrollo de la planta y en la interacción simbiótica con rizobios;13/11/15;13/1/16;1000000;1000000;5;4;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5314;Diseño de tecnologías innovadoras para inactivación de bacteriofagos en ambientes de la industria láctea;2/10/15;2/12/15;1000000;1000000;1;3;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5315;Patogenia de la infección del virus de la Diarrea Viral Bovina (vDVB) en folículos y embriones bovinos;13/11/15;13/1/16;998000;998000;3;2;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5316;FILOGENIA MOLECULAR, HISTORIA BIOGEOGRÁFICA Y EVOLUCIÓN MORFOLÓGICA DE PLANTAS ANDINAS;20/11/15;20/2/16;6000000;6000000;6;1;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5320;Bases para el manejo racional de la Clorosis Variegada de los Cítricos: relevamiento de potenciales vectores (Hemiptera: Cicadellidae) en agroecosistemas citrícolas del NOA y NEA, y selección de parasitoides oófilos para su control biológico;2/10/15;2/1/16;5872000;5872000;9;6;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5321;Expresiones literarias del imaginario familiar en la Atenas clásica: integración y marginalidad en los vínculos de parentesco;30/10/15;30/1/16;2530000;2530000;3;5;0;HUMANIDADES;SIN DATOS;Ciencia
5322;Formación de enlaces C-C y C-heteroátomo vía activación C-H promovido por nanopartículas metálicas y bimetálicas soportadas;30/10/15;30/12/15;1000000;1000000;2;0;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5323;Estudio del rol de poblaciones celulares con capacidad inmunoregulatoria en la protección brindada por el inmunógeno transialidasa-Iscomatrix;2/10/15;2/12/15;998000;998000;2;4;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5324;Combining Context-Based Search and Argumentation for Delivering Information in E-Gov Infraestructures;30/10/15;30/1/16;6000000;6000000;4;7;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5325;Neurodegeneración Relacionada con Depósito de Amiloide-Beta1-42 (ABeta) y Otros Mecanismos en Personas con Riesgo Genético Aumentado de Enfermedad de Alzheimer (EA);23/10/15;23/1/16;4400000;4400000;2;4;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5327;Modifican los mamíferos introducidos la invasión de árboles exóticos? Un análisis de mecanismos basado en experimentos naturales en islas lacustres de la Patagonia Andina;20/11/15;20/2/16;5810000;5810000;2;3;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5330;Variabilidad genética y epigenética en poblaciones naturales de la especie silvestre de papa Solanum kurtzianum distribuidas a lo largo de un gradiente altitudinal;16/10/15;16/12/15;1000000;1000000;2;4;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5331;Comprehensive study of nanofoams under irradiation and mechanical loading;16/10/15;16/1/16;5000000;5000000;6;12;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5332;Arquitectura argentina y chilena de la segunda mitad del siglo XX. La formación de una cultura arquitectónica regional a partir de sus revistas de arquitectura;23/9/15;23/12/15;3000000;3000000;4;1;0;HUMANIDADES;SIN DATOS;Ciencia
5333;Caracterización genómica de fuentes de resistencia a Marchitez por Verticillium en girasol y razas del patógeno para su aplicación en mejoramiento asistido;13/11/15;13/2/16;5000000;5000000;10;8;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5335;ANÁLISIS FUNCIONAL DE LA SENESCENCIA FOLIAR EN Petunia hybrida ORIENTADO AL MEJORAMIENTO DEL CULTIVO;13/11/15;13/1/16;1000000;1000000;1;2;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5336;Estudio de reactores electroquímicos bifásicos (gas-líquido) aplicado al tratamiento de contaminantes inorgánicos;2/10/15;2/1/16;4001000;4001000;0;4;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5337;Conflicto humanos-aves en el uso del espacio aéreo: Una aproximación aeroecológica a la conservación de los grandes voladores.;20/11/15;20/2/16;2400000;2400000;2;5;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5343;Desarrollo y Caracterización de Materiales con Actividad Fotocatalítica bajo Radiación UV/Visible;16/10/15;16/12/15;1000000;1000000;1;4;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5345;Género, cultura y sociabilidad: la experiencia asociativa de las mujeres educadas en Tucumán (1902-1926);3/12/15;3/2/16;950000;950000;4;0;0;HUMANIDADES;SIN DATOS;Ciencia
5346;Diversidad y filogenia de planarias terrestres (Platyhelminthes, Geoplanidae) en Argentina;30/10/15;30/12/15;1000000;1000000;1;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5347;EFECTO DEL ESTRÉS SALINO E HÍDRICO EN LA EXPRESIÓN DE GENES RELACIONADOS CON ENZIMAS QUE FORMAN PARTE DEL SISTEMA ANTIOXIDANTE EN GENOTIPOS CONTRASTANTES DE Cenchrus ciliaris L.;13/11/15;13/1/16;885000;885000;2;0;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5348;Desarrollo de complejos enzimáticos celulolíticos y xilanolíticos para la valorización de residuos agroindustriales;13/11/15;13/2/16;5000000;5000000;5;3;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5350;CARACTERIZACIÓN DE COMPUESTOS OBTENIDOS DE PLANTAS BIOACTIVAS COMO NUEVOS AGENTES FOTOSENSIBILIZANTES, CON POTENCIALIDAD ANTIMICROBIANA Y ANTICANCERÍGENA;6/11/15;6/1/16;1000000;1000000;5;0;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5351;Trichoderma. Una herramienta de interés agroindustrial para el control biológico de Fusarium verticillioides y la reducción de los niveles de fumonisinas en maíz;13/11/15;13/2/16;5000000;5000000;3;5;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5352;Estudio funcional de las proteínas receptores quinasas de la familia CrRLK1L de Arabidopsis thaliana durante el crecimiento polarizado.;30/10/15;30/12/15;1000000;1000000;0;3;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5353;CIRCUITOS MOLECULARES COMPARTIDOS ENTRE LAS CÉLULAS PLACENTALES Y LAS CÉLULAS TUMORALES: Participación de KLF6 y StarD7;6/11/15;6/2/16;5100000;5100000;7;3;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5354;Bioarqueología de las poblaciones prehispánicas del Litoral. Un análisis comparativo;23/10/15;23/12/15;953600;953600;2;1;0;HUMANIDADES;SIN DATOS;Ciencia
5355;Edad y crecimiento de rayas costeras (Chondrichyes, Rajidae) del Mar Argentino;23/9/15;23/11/15;1000000;1000000;3;4;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5357;Configuraciones conflictivas: políticas universitarias, actores y cambio político-institucional en perspectiva comparada. Los casos de la UNLP, UNR, UNSL, UNICEN, UNLa y UNRN (2003-2013);30/10/15;30/1/16;3000000;3000000;8;7;0;CIENCIAS SOCIALES;SIN DATOS;Ciencia
5358;MODELOS ESPACIO-TEMPORALES PARA EL SEGUIMIENTO DE HUMEDALES FLUVIAL-COSTEROS EN LA CUENCA DEL PLATA: BASES CONCEPTUALES Y APROXIMACIONES METODOLÓGICAS DESDE LA TELEDETECCIÓN.;16/10/15;16/1/16;4762000;4762000;8;6;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
5359;REGULATION OF CELL-MATRIX ADHESION AND SIGNALING BY PROTEIN TYROSINE PHOSPHATASE PTP1B;2/10/15;2/1/16;5000000;5000000;2;1;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5361;Estudio Empírico de los Procesos de Crecimiento Económico y Convergencia en Latinoamérica;30/10/15;30/1/16;2905000;2905000;1;5;0;CIENCIAS SOCIALES;SIN DATOS;Ciencia
5362;Estructura, importancia, ecología funcional y formación del banco de semillas en pastizales naturales sometidos a disturbios naturales;18/12/15;18/2/16;1000000;1000000;1;3;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5363;Identificación de marcadores moleculares de resistencia innata a la infección con Brucella melitensis en caprinos;13/11/15;13/2/16;5000000;5000000;2;3;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5364;Aerosoles troposféricos en la región central de Argentina: Caracterización, implicancias y desafíos;6/11/15;6/2/16;5000000;5000000;3;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5365;Identificación de los genes regulados por la proteína de unión a RNA TbRRM1 de Trypanosoma brucei;2/10/15;2/1/16;5000000;5000000;4;3;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
5368;El profesional, el experto y el vanguardista. Convergencias y distancias en el ejercicio de la profesión en la larga década del sesenta. Rosario (1956-1975);23/10/15;23/1/16;2646000;2646000;2;1;0;HUMANIDADES;SIN DATOS;Ciencia
5369;Evaluación de biológicos y fármacos como estrategias de prevención y tratamiento del Síndrome Urémico Hemolítico causado por Escherichia coli enterohemorrágico;14/12/15;14/3/16;4450000;4450000;11;3;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5370;Evaluación del impacto diferencial del Virus de la Fiebre Aftosa infectivo e inactivo y de cápsides vacías recombinantes del virus,  con las células dendríticas bovinas obtenidas de linfa aferente y estudio de la génesis de la respuesta adaptativa.;13/11/15;13/2/16;2400000;2400000;8;2;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5371;Dinámica demográfica e interacción en los Andes centro-sur: perspectiva arqueológica comparativa;26/8/15;26/11/15;2960000;2960000;10;4;0;HUMANIDADES;SIN DATOS;Ciencia
5372;Reconstrucción y dinámica de los pastizales del Río de la Plata durante el Holoceno;23/9/15;23/12/15;5100000;5100000;2;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5373;OPTIMIZACIÓN DE LA EXPRESIÓN DE UNA FOSFOLIPASA TIPO C PARA SU APLICACIÓN EN PROCESOS DE DESGOMADO ENZIMÁTICO DE ACEITES.;13/11/15;13/2/16;2400000;2400000;2;4;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
5402;Herramientas biotecnológicas para la investigación, determinación de la calidad y el diagnóstico de enfermedades en plantas y animales;12/2/15;12/8/16;17000000;17000000;1;8;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
5405;Investigación, transferencia y divulgación científica para la inclusión social;14/9/15;14/10/15;3312000;3312000;3;3;0;CIENCIAS SOCIALES;SIN DATOS;Ciencia
19309;Regulación de la esporulación y propiedades de virulencia de Clostridium perfringens.;6/2/15;6/5/15;3299920;3299920;2;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19311;ESTUDIO DE HONGOS MICORRÍCICO ARBUSCULARES PARA SU EMPLEO  EN LA FITORREMEDIACIÓN DE SUELOS CONTAMINADOS CON METALES PESADOS MEDIANTE EL USO DE PLANTAS NATIVAS, EN BOUWER, CÓRDOBA, ARGENTINA.;31/7/15;31/10/15;19001631;19001631;8;2;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
19312;Evolución tectónica cuaternaria y peligro sísmico potencial del Sistema de Santa Bárbara y regiones aledañas (23°30' - 26°30'S).;13/2/15;13/4/15;7999888;7999888;3;8;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19313;Plasticidad fenotípica adaptativa y marcadores de la resistencia a insecticidas en Triatoma infestans, el principal vector de la Enfermedad de Chagas;11/9/15;11/11/15;785200;785200;4;0;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19314;Relevancia del HIV asociado a eritrocitos en la infección de células que actúan como reservorio viral.;30/4/15;30/7/15;3432000;3432000;4;1;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
19316;PRH-2011-0021_Ácidos grasos nitrados: formación, caracterización molecular y señalamiento celular en procesos inflamatorios.;24/4/15;24/7/15;2999880;2999880;1;3;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19322;PRH-2011_Enhancing the eating quality of Argentinean meats for domestic and export markets;31/7/15;31/10/15;28908153;28908153;5;3;1;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
19327;Desarrollo biotecnológico de antraquinonas naturales: Aplicación en terapia fotodinámica contra el cáncer en un modelo tridimensional;6/11/15;6/1/16;1000000;1000000;3;1;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
19329;INVESTIGACIÓN Y DESARROLLO DE MATERIALES AVANZADOS. APLICACIÓN EN SISTEMAS Y DISPOSITIVOS OPTOELECTRÓNICOS Y BIOACTIVOS.;6/11/15;6/2/16;5963500;5963500;7;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19331;Aplicación de biocatalizadores basados en lipasa B de Candida antarctica en la resolución eco-compatible de los enantiómeros de R/S-ibuprofeno;30/10/15;30/12/15;1000000;1000000;9;1;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
19332;BIOTA Y AMBIENTES CRETÁCICOS DEL ÁREA PALEONTOLÓGICA DE LA BUITRERA (CERRO POLICÍA, RÍO NEGRO);3/12/15;3/3/16;4970000;4970000;6;9;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19333;Fragmentación de cuencas, cambio climático y su impacto en la diversidad de peces neotropicales.;30/10/15;30/12/15;1000000;1000000;2;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19334;Nano-arcillas Argentinas como soporte de sustancias antimicrobianas para el control de microorganismos patógenos y contaminantes;30/10/15;30/1/16;5955000;5955000;9;1;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
19335;Paleobiologia de los arcosauriformes no avemetatarsianos: implicancias en los ecosistemas continentales del Triásico de América del Sur.;30/10/15;30/1/16;5700000;5700000;6;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19337;EVOLUCIÓN DEL GIGANTISMO EN TITANOSAURIA, ASPECTOS ANATÓMICOS, FILOGENÉTICOS Y MORFOFUNCIONALES;30/10/15;30/1/16;2400000;2400000;0;8;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19339;Estudio de los fotorreceptores presentes en la bacteria Xanthomonas campestris pv. campestris y su función en el proceso infectivo.;2/10/15;2/4/18;1000000;1000000;2;3;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
19340;MEJORA DE LA CALIDAD DEL FRUTO EN TOMATE POR LA INTROGRESIÓN DE GENES SILVESTRES DE Solanum pimpinellifolium;13/11/15;13/5/18;1000000;1000000;2;2;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
19341;Estudio del metabolismo de membranas durante la división celular y evaluación de su posible uso como blanco terapéutico;30/10/15;30/12/15;1000000;1000000;4;0;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19343;IDENTIFICACIÓN Y LOCALIZACIÓN DE QTLs ASOCIADOS A BIOMASA EN Cynara cardunculus L. Y SATURACIÓN DEL MAPA CONSENSO DE LA ESPECIE MEDIANTE GBS (GENOTYPING BY SEQUENCING');13/11/15;13/5/18;1000000;1000000;3;2;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
19344;Reconocimiento de proteinas para la degradación mediada por chaperones moleculares y adaptadores en plantas;30/10/15;30/12/15;1000000;1000000;1;2;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19345;Síntesis y caracterización de nanomateriales de carbono modificados para aplicaciones en dispositivos de conversión y almacenamiento de energía.;6/11/15;6/2/16;2400000;2400000;4;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19346;Estrategias reproductivas de gasterópodos. Perivitelinas defensivas en huevos de Pomacea;30/10/15;30/1/16;4980000;4980000;3;4;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19348;NUEVOS PARADIGMAS EN LA OPTIMIZACION DE LA TERAPIA FOTODINAMICA CONTRA EL CANCER: MICROAMBIENTE TUMORAL Y NANOTECNOLOGIA;6/11/15;6/2/16;6000000;6000000;7;5;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
19349;NANO-COMPUESTOS POLIMÉRICOS Y SUPERFICIES MICRO-ESTRUCTURADAS: BIOMATERIALES ANTIBACTERIANOS PARA APLICACIONES BIOMÉDICAS;6/11/15;6/1/16;1000000;1000000;4;4;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
19350;Impacto del arsénico sobre la interacción maní-rizobio: implicancia de la inoculación con rizobios tolerantes al metaloide en la acumulación y producción de granos.;6/11/15;6/1/16;1000000;1000000;5;0;0;CIENCIAS AGRÍCOLAS;SIN DATOS;Ciencia
19352;EVALUACIÓN DE ESTRATEGIAS INNOVADORAS PARA AUMENTAR LA CALIDAD ORGANOLÉPTICA Y NUTRICIONAL DE CONFITURAS DE FRUTAS;30/10/15;30/12/15;1000000;1000000;1;2;0;INGENIERÍAS Y TECNOLOGÍAS;SIN DATOS;Ciencia
19355;REGENERACIÓN DE LA MASA GERMINAL FEMENINA EN Lagostomus máximus, UN MAMÍFERO CON FOLICULOGÉNESIS CONTÍNUA Y OVULACIÓN DURANTE LA GESTACIÓN;3/12/15;3/3/16;5000000;5000000;4;4;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19357;Patrones evolutivos y de recambio faunístico en Dinosauria a través del límite Jurásico Temprano-Medio de Patagonia Central;30/10/15;30/1/16;5971386;5971386;4;6;0;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19358;Evolución de pequeños cuerpos del Sistema Solar. Dinámica, relación entre poblaciones e impactos sobre los planetas y satélites;30/10/15;30/1/16;840000;840000;SIN DATOS;SIN DATOS;SIN DATOS;CIENCIAS NATURALES Y EXACTAS;SIN DATOS;Ciencia
19361;PROTEINAS NOVELES DE Toxoplasma gondii CON PROPIEDADES INMUNOMODULADORAS. EVALUACIÓN DE SU POTENCIAL COMO ADYUVANTES PARA EL DESARROLLO DE INMUNOTERAPIAS RESPIRATORIAS ALERGENO-ESPECIFICAS;2/10/15;2/1/16;5000000;5000000;8;2;0;CIENCIAS MÉDICAS Y DE LA SALUD;SIN DATOS;Ciencia
